time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-16T20:08:47.020Z,45.7955,-123.4276667,-0.28,1.35,md,4,159,0.1662,0.19,uw,uw61179887,2016-08-16T20:56:38.770Z,"19km WSW of Vernonia, Oregon",explosion,1.02,31.61,,1,reviewed,uw,uw
2016-08-16T20:01:04.860Z,36.9176,140.8047,2.46,4.4,mb,,128,0.845,0.78,us,us10006e97,2016-08-17T15:47:16.040Z,"15km NNE of Kitaibaraki, Japan",earthquake,3.3,5.3,0.144,15,reviewed,us,us
2016-08-16T19:58:41.000Z,56.9786,-157.8265,8.1,4.1,ml,,,,0.64,ak,ak13846870,2016-08-17T15:08:56.040Z,"98km NE of Chignik Lake, Alaska",earthquake,0.4,0.2,,,reviewed,ak,ak
2016-08-16T19:47:14.800Z,34.6355,-117.1228333,-1,1.5,ml,20,80,0.2608,0.33,ci,ci37447807,2016-08-16T20:44:48.959Z,"16km NNE of Apple Valley, CA",quarry blast,0.6,31.61,0.147,24,reviewed,ci,ci
2016-08-16T19:46:40.110Z,47.2848333,-122.2888333,21.19,1.45,ml,23,71,0.06039,0.19,uw,uw61179877,2016-08-16T22:00:46.090Z,"0km NNW of Lakeland South, Washington",earthquake,0.38,0.62,0.142,22,reviewed,uw,uw
2016-08-16T19:43:44.000Z,59.539,-152.8683,80,1.9,ml,,,,0.43,ak,ak13846867,2016-08-16T19:55:28.503Z,"64km WSW of Anchor Point, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-16T19:34:41.500Z,39.4118333,-123.3178333,5.59,1.75,md,14,63,0.1844,0.06,nc,nc72678371,2016-08-20T02:51:50.371Z,"3km E of Willits, California",earthquake,0.25,2.31,0.139,16,reviewed,nc,nc
2016-08-16T19:25:23.360Z,33.6331667,-117.1535,-0.49,1.1,ml,30,48,0.04816,0.21,ci,ci37447791,2016-08-16T20:46:09.009Z,"8km N of Murrieta Hot Springs, CA",quarry blast,0.38,31.61,0.315,9,reviewed,ci,ci
2016-08-16T19:22:27.320Z,25.6641,125.6896,26.54,4.8,mb,,73,2.596,0.67,us,us10006e88,2016-08-17T14:48:51.992Z,"104km NNE of Hirara, Japan",earthquake,7.1,3,0.053,108,reviewed,us,us
2016-08-16T19:08:49.910Z,34.9951667,-118.1988333,-0.84,1.31,ml,31,37,0.1173,0.26,ci,ci37447751,2016-08-16T19:21:18.465Z,"7km SSW of Mojave, CA",quarry blast,0.42,31.61,0.103,19,reviewed,ci,ci
2016-08-16T19:01:22.630Z,32.1931667,-115.2223333,24.09,3.05,ml,25,219,0.1654,0.3,ci,ci37447719,2016-08-17T14:10:57.040Z,"6km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.09,0.87,0.188,131,reviewed,ci,ci
2016-08-16T18:59:45.256Z,37.9938,-118.0806,6.1,3,ml,32,39.27,0.376,0.1411,nn,nn00556452,2016-08-17T15:12:50.378Z,"73km NNE of Dixon Lane-Meadow Creek, California",earthquake,,2.1,0.37,10,reviewed,nn,nn
2016-08-16T18:42:50.920Z,-33.588,-72.0254,24.32,4.3,mwr,,71,0.349,0.76,us,us10006e74,2016-08-17T13:58:16.139Z,"37km W of San Antonio, Chile",earthquake,2.9,4.7,0.041,56,reviewed,us,us
2016-08-16T18:39:01.000Z,65.8052,-145.6257,5,1.2,ml,,,,0.85,ak,ak13846846,2016-08-16T18:59:19.230Z,"57km NW of Circle Hot Springs Station, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-16T18:34:50.970Z,34.066,-118.1518333,5.38,1.2,ml,18,93,0.03105,0.19,ci,ci37447679,2016-08-16T18:49:55.509Z,"3km W of Monterey Park, CA",earthquake,0.33,0.45,0.207,11,reviewed,ci,ci
2016-08-16T18:27:46.600Z,18.943,-64.913,52,2.3,Md,4,280.8,0.58839651,0.18,pr,pr16229009,2016-08-16T19:38:13.734Z,"66km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.6,9.6,0,4,reviewed,pr,pr
2016-08-16T18:17:32.290Z,-19.7557,-71.0943,18.26,5.1,mwr,,136,1.04,1.12,us,us10006e6x,2016-08-17T16:02:28.000Z,"112km WNW of Iquique, Chile",earthquake,2.7,3.3,0.045,47,reviewed,us,us
2016-08-16T18:09:56.620Z,32.232,-115.234,5.98,2.6,ml,18,215,0.1514,0.25,ci,ci37447647,2016-08-16T18:37:41.709Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.31,31.61,0.153,49,reviewed,ci,ci
2016-08-16T17:50:46.740Z,-19.7836,-70.9845,13.13,4.7,mwr,,138,0.937,0.87,us,us10006e6g,2016-08-17T13:45:19.186Z,"100km WNW of Iquique, Chile",earthquake,4.6,3.5,0.044,49,reviewed,us,us
2016-08-16T17:48:45.600Z,39.3155,-122.7921667,8.44,1.54,md,10,115,0.1465,0.06,nc,nc72678331,2016-08-17T16:51:20.852Z,"19km NNE of Upper Lake, California",earthquake,0.33,1.45,0.236,10,reviewed,nc,nc
2016-08-16T17:48:26.400Z,36.5139,-97.2135,6.343,3.1,ml,,77,,0.4,us,us10006e6d,2016-08-17T13:36:43.635Z,"20km SSE of Tonkawa, Oklahoma",earthquake,1.3,6.7,,,reviewed,tul,tul
2016-08-16T17:39:07.320Z,43.9245,-123.4046667,-0.44,1.37,ml,7,123,0.2308,0.17,uw,uw61179837,2016-08-16T19:01:13.730Z,"14km SSW of Veneta, Oregon",explosion,0.58,31.61,0.168,6,reviewed,uw,uw
2016-08-16T17:34:22.380Z,37.3243333,-122.1015,-0.32,1.26,md,9,129,0.01194,0.03,nc,nc72678321,2016-08-17T23:37:34.038Z,"11km E of Quarry near Portola Valley, CA",quarry blast,0.4,31.61,0.281,9,reviewed,nc,nc
2016-08-16T17:28:00.500Z,19.0076,-65.0053,73,1.8,Md,3,316.8,0.65397353,0.05,pr,pr16229008,2016-08-16T19:37:23.547Z,"74km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6,6.8,0,3,reviewed,pr,pr
2016-08-16T17:07:00.500Z,33.6673333,-116.724,14.28,1.4,ml,50,33,0.04189,0.12,ci,ci37447519,2016-08-16T18:16:08.560Z,"8km S of Idyllwild, CA",earthquake,0.15,0.22,0.154,22,reviewed,ci,ci
2016-08-16T17:03:24.550Z,19.402,-155.2478333,12.369,1.46,md,50,45,0.01516,0.08,hv,hv61376761,2016-08-16T20:46:05.550Z,"3km SSW of Volcano, Hawaii",earthquake,0.36,0.23,0.11,23,reviewed,hv,hv
2016-08-16T16:53:45.210Z,36.4906,-98.8068,5,2.6,mb_lg,,90,0.053,0.37,us,us10006e5j,2016-08-16T17:16:43.473Z,"36km E of Mooreland, Oklahoma",earthquake,1.5,1.8,0.075,46,reviewed,us,us
2016-08-16T16:52:07.770Z,18.3917,145.8634,128.56,4.6,mb,,162,3.134,0.59,us,us10006e61,2016-08-16T19:07:00.441Z,"32km NNE of Pagan, Northern Mariana Islands",earthquake,15,8.5,0.047,134,reviewed,us,us
2016-08-16T16:44:51.000Z,61.0998,-143.5768,15,1.3,ml,,,,0.33,ak,ak13846821,2016-08-16T17:02:10.039Z,"65km SE of Chitina, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-16T16:29:05.090Z,36.5088,-97.2197,5.71,2.7,mb_lg,,75,0.248,0.33,us,us10006e58,2016-08-16T17:01:48.198Z,"20km SSE of Tonkawa, Oklahoma",earthquake,1,7.1,0.067,58,reviewed,us,us
2016-08-16T16:22:11.750Z,44.6758333,-110.9675,5.12,1.09,ml,8,108,0.007381,0.13,uu,uu60158647,2016-08-17T20:20:45.790Z,"10km E of West Yellowstone, Montana",earthquake,0.41,0.54,0.167,2,reviewed,uu,uu
2016-08-16T16:21:23.880Z,-8.2484,109.2811,76.7,4.7,mb,,41,1.274,0.77,us,us10006e5d,2016-08-16T17:39:57.518Z,"66km SSE of Adipala, Indonesia",earthquake,6.5,7,0.078,50,reviewed,us,us
2016-08-16T16:15:01.040Z,47.4683333,-121.5996667,13.76,1.77,ml,17,190,0.1168,0.11,uw,uw61179807,2016-08-16T21:31:19.520Z,"11km E of Riverbend, Washington",earthquake,0.89,1.19,0.258,27,reviewed,uw,uw
2016-08-16T16:13:21.150Z,-11.0828,162.9613,10,4.8,mb,,111,3.386,0.58,us,us10006e55,2016-08-16T17:02:55.488Z,"133km ESE of Kirakira, Solomon Islands",earthquake,10.6,1.9,0.1,31,reviewed,us,us
2016-08-16T15:57:38.000Z,33.2691667,-116.1076667,2.4,1.83,ml,56,34,0.1444,0.22,ci,ci37447479,2016-08-16T16:48:15.040Z,"14km N of Ocotillo Wells, CA",earthquake,0.24,0.85,0.184,26,reviewed,ci,ci
2016-08-16T15:53:01.810Z,19.3765,-155.2456667,28.261,1.6,md,27,92,0.005596,0.09,hv,hv61376641,2016-08-16T18:39:00.820Z,"6km S of Volcano, Hawaii",earthquake,0.76,0.88,0.106,17,reviewed,hv,hv
2016-08-16T15:49:02.280Z,33.9426667,-116.8411667,5.62,1.27,ml,45,48,0.05553,0.12,ci,ci37447463,2016-08-16T18:23:15.740Z,"4km ENE of Banning, CA",earthquake,0.13,0.4,0.144,24,reviewed,ci,ci
2016-08-16T15:44:52.670Z,38.8233333,-122.8421667,2.44,1.05,md,39,64,0.005579,0.05,nc,nc72678291,2016-08-18T00:08:37.938Z,"9km NW of The Geysers, California",earthquake,0.13,0.2,0.049,8,reviewed,nc,nc
2016-08-16T15:44:52.000Z,64.688,-149.129,15,1,ml,,,,0.81,ak,ak13846713,2016-08-16T16:02:25.235Z,"12km N of North Nenana, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-08-16T15:25:39.000Z,68.4645,-143.0789,5,1.3,ml,,,,0.68,ak,ak13846711,2016-08-16T15:37:36.163Z,"108km ENE of Arctic Village, Alaska",earthquake,3,0.8,,,automatic,ak,ak
2016-08-16T15:24:09.770Z,40.4237,141.441,79.16,4.4,mb,,116,0.464,1.18,us,us10006e4s,2016-08-16T16:12:03.004Z,"9km SSW of Hachinohe, Japan",earthquake,4.7,6.1,0.075,52,reviewed,us,us
2016-08-16T15:20:30.644Z,37.0877,-116.1693,2.8,1.2,ml,27,62.9,0.02,0.1641,nn,nn00556419,2016-08-17T15:09:13.855Z,"56km ENE of Beatty, Nevada",earthquake,,1.1,0.35,11,reviewed,nn,nn
2016-08-16T15:14:01.210Z,37.8748333,-122.2528333,8.91,1.38,md,49,35,0.002584,0.06,nc,nc72678271,2016-08-18T03:40:23.560Z,"1km ENE of Berkeley, California",earthquake,0.13,0.17,0.145,32,reviewed,nc,nc
2016-08-16T15:11:58.510Z,34.044,-117.6298333,9.28,1.69,ml,60,37,0.06165,0.16,ci,ci37447439,2016-08-19T00:15:17.850Z,"1km S of Ontario, CA",earthquake,0.17,0.35,0.131,22,reviewed,ci,ci
2016-08-16T14:29:45.000Z,51.4568,-175.7514,44.2,3,ml,,,,0.41,ak,ak13846732,2016-08-16T16:39:07.128Z,"78km SE of Adak, Alaska",earthquake,5,7.3,,,reviewed,ak,ak
2016-08-16T14:14:37.260Z,47.9313333,-121.5998333,5.96,1.1,md,5,144,0.171,0.05,uw,uw61179772,2016-08-16T21:19:58.610Z,"11km NE of Gold Bar, Washington",earthquake,0.65,1.23,0.025,2,reviewed,uw,uw
2016-08-16T14:03:55.120Z,37.5185,-118.7833333,6.47,1.1,md,25,113,0.0579,0.04,nc,nc72678261,2016-08-18T00:26:45.081Z,"22km SE of Mammoth Lakes, California",earthquake,0.24,0.6,0.174,21,reviewed,nc,nc
2016-08-16T13:49:03.000Z,61.1,-149.9999,40,1.2,ml,,,,0.49,ak,ak13846688,2016-08-16T14:00:26.663Z,"14km SSW of Anchorage, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-08-16T13:27:47.000Z,63.4847,-147.8737,15,1.1,ml,,,,0.26,ak,ak13846686,2016-08-16T13:36:43.666Z,"54km ENE of Cantwell, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-08-16T13:11:25.400Z,18.673,-64.2125,42,2,Md,3,345.6,0.45993743,0.05,pr,pr16229007,2016-08-16T17:46:48.367Z,"51km NE of Road Town, British Virgin Islands",earthquake,4.9,3,0,2,reviewed,pr,pr
2016-08-16T13:02:58.000Z,60.1613,-152.4945,90,1.4,ml,,,,0.25,ak,ak13846673,2016-08-16T13:17:46.787Z,"38km SSE of Redoubt Volcano, Alaska",earthquake,1.1,1.9,,,automatic,ak,ak
2016-08-16T13:02:20.900Z,18.8304,-64.3858,10,2,Md,5,316.8,0.46622563,0.23,pr,pr16229006,2016-08-16T14:15:14.150Z,"51km NNE of Road Town, British Virgin Islands",earthquake,3.5,2.6,0,5,reviewed,pr,pr
2016-08-16T13:00:20.000Z,18.843,-64.293,17,2.6,Md,5,316.8,0.5228195,0.11,pr,pr16229004,2016-08-16T15:45:25.040Z,"58km NE of Road Town, British Virgin Islands",earthquake,5,10.1,0,5,reviewed,pr,pr
2016-08-16T12:58:58.400Z,18.8651,-64.3062,24,2.7,Md,11,313.2,0.53449759,0.2,pr,pr16229005,2016-08-16T14:13:55.472Z,"59km NNE of Road Town, British Virgin Islands",earthquake,2.3,13.3,0,7,reviewed,pr,pr
2016-08-16T12:53:50.000Z,61.1192,-149.8697,50,1.9,ml,,,,0.66,ak,ak13846669,2016-08-16T13:05:25.908Z,"11km S of Anchorage, Alaska",earthquake,0.3,0.7,,,automatic,ak,ak
2016-08-16T12:43:12.000Z,61.9355,-147.9812,30,1.7,ml,,,,0.88,ak,ak13846666,2016-08-16T12:53:10.070Z,"48km ENE of Sutton-Alpine, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-08-16T12:34:41.520Z,19.2096667,-155.4535,40.103,2,md,48,113,0.05458,0.1,hv,hv61376441,2016-08-16T21:46:13.040Z,"2km E of Pahala, Hawaii",earthquake,0.6,0.8,0.143,22,reviewed,hv,hv
2016-08-16T12:27:37.150Z,-19.9216,-71.0682,21.43,4.3,mwr,,146,0.946,0.7,us,us10006e41,2016-08-16T13:06:38.223Z,"102km WNW of Iquique, Chile",earthquake,5.5,6.9,0.05,39,reviewed,us,us
2016-08-16T11:56:51.550Z,36.6628333,-121.284,4.01,1.87,md,49,43,0.009313,0.04,nc,nc72678236,2016-08-17T21:44:29.083Z,"18km SSE of Ridgemark, California",earthquake,0.12,0.37,0.227,48,reviewed,nc,nc
2016-08-16T11:20:53.000Z,59.8131,-153.0646,100,2,ml,,,,0.69,ak,ak13846659,2016-08-16T11:41:26.830Z,"69km W of Anchor Point, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-16T10:43:51.000Z,63.5377,-148.0941,10,1.3,ml,,,,0.75,ak,ak13846654,2016-08-16T10:52:55.484Z,"45km ENE of Cantwell, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-16T10:39:42.210Z,35.4546667,-118.352,2.95,1.33,ml,17,130,0.1724,0.13,ci,ci37447343,2016-08-16T13:15:44.155Z,"20km SE of Bodfish, CA",earthquake,0.32,1.12,0.129,20,reviewed,ci,ci
2016-08-16T10:23:47.390Z,38.0536667,-122.2321667,8.09,1.01,md,32,125,0.01541,0.07,nc,nc72678196,2016-08-16T22:26:22.842Z,"1km W of Crockett, California",earthquake,0.18,0.26,0.141,21,reviewed,nc,nc
2016-08-16T10:07:19.200Z,18.8624,-67.7854,37,2.3,Md,5,241.2,0.55695548,0.43,pr,pr16229003,2016-08-16T12:13:54.830Z,"72km ENE of Punta Cana, Dominican Republic",earthquake,6.3,9.6,0,3,reviewed,pr,pr
2016-08-16T10:02:35.550Z,33.9985,-118.343,8.42,1.28,ml,21,102,0.01746,0.23,ci,ci37447327,2016-08-16T18:24:04.701Z,"1km NE of View Park-Windsor Hills, CA",earthquake,0.48,0.64,0.207,14,reviewed,ci,ci
2016-08-16T09:57:22.000Z,63.5479,-150.7848,10,1.4,ml,,,,0.78,ak,ak13846652,2016-08-16T10:06:52.619Z,"93km WNW of Cantwell, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-08-16T09:46:53.620Z,19.2891667,-155.3878333,3.215,1.17,md,26,99,0.04404,0.1,hv,hv61376391,2016-08-16T20:16:10.610Z,"13km NE of Pahala, Hawaii",earthquake,0.32,0.78,0.232,14,reviewed,hv,hv
2016-08-16T09:21:54.900Z,17.843,-66.7645,6,2.6,Md,13,216,0.1706799,0.5,pr,pr16229002,2016-08-16T09:59:22.370Z,"17km SSE of Indios, Puerto Rico",earthquake,1.2,1.5,0,12,reviewed,pr,pr
2016-08-16T09:07:23.000Z,62.7657,-151.1746,100,1.9,ml,,,,0.43,ak,ak13846648,2016-08-16T09:17:33.263Z,"73km NW of Talkeetna, Alaska",earthquake,0.4,0.8,,,automatic,ak,ak
2016-08-16T09:06:16.521Z,36.0522,-114.8212,6.7,1.1,ml,6,215.02,0.207,0.1404,nn,nn00556413,2016-08-17T15:06:40.057Z,"8km N of Boulder City, Nevada",earthquake,,2.1,0.74,2,reviewed,nn,nn
2016-08-16T09:00:04.000Z,62.2382,-151.1663,80,1.4,ml,,,,0.79,ak,ak13846646,2016-08-16T09:11:32.737Z,"55km W of Talkeetna, Alaska",earthquake,1.6,2.1,,,automatic,ak,ak
2016-08-16T08:51:07.438Z,37.4495,-115.57,14.1,1.3,ml,19,66.75,0.24,0.2386,nn,nn00556398,2016-08-17T15:03:45.168Z,"37km WNW of Alamo, Nevada",earthquake,,4.7,0.32,9,reviewed,nn,nn
2016-08-16T08:21:44.890Z,40.132,-120.2243333,11.24,2.06,md,16,211,0.05618,0.06,nc,nc72678166,2016-08-18T16:32:13.614Z,"31km SE of Janesville, California",earthquake,0.65,0.42,0.172,23,reviewed,nc,nc
2016-08-16T07:48:51.510Z,36.7308333,-119.3781667,17.18,2.14,md,13,347,0.6633,0.05,nc,nc72678156,2016-08-17T15:51:45.458Z,"7km E of Minkler, California",earthquake,2.46,4.02,0.146,11,reviewed,nc,nc
2016-08-16T07:33:41.140Z,33.3853333,-116.2871667,10.87,1.15,ml,41,72,0.1597,0.18,ci,ci37447287,2016-08-16T13:18:59.680Z,"16km NNE of Borrego Springs, CA",earthquake,0.24,0.54,0.137,27,reviewed,ci,ci
2016-08-16T07:17:07.440Z,33.8975,-117.8411667,3.38,2.88,ml,135,15,0.0724,0.24,ci,ci37447279,2016-08-21T04:16:22.902Z,"3km WNW of Yorba Linda, CA",earthquake,0.12,0.26,0.156,212,reviewed,ci,ci
2016-08-16T06:54:08.420Z,37.4555,-118.676,4.48,1.6,md,33,73,0.03327,0.06,nc,nc72678131,2016-08-18T03:39:12.063Z,"22km WNW of West Bishop, California",earthquake,0.23,0.35,0.196,25,reviewed,nc,nc
2016-08-16T06:24:30.620Z,40.1571667,-120.216,11.57,2.11,md,21,143,0.07519,0.07,nc,nc72678126,2016-08-17T22:01:06.255Z,"30km ESE of Janesville, California",earthquake,0.38,0.52,0.144,22,reviewed,nc,nc
2016-08-16T06:15:15.100Z,18.1317,-67.2792,122,3,Md,8,194.4,0.18864621,0.34,pr,pr16229001,2016-08-16T07:29:17.725Z,"11km WNW of Puerto Real, Puerto Rico",earthquake,3,1.9,0,2,reviewed,pr,pr
2016-08-16T06:13:01.750Z,36.0593333,-120.6398333,-0.69,1.03,md,28,63,0.03661,0.09,nc,nc72678121,2016-08-16T23:22:10.307Z,"26km WSW of Coalinga, California",earthquake,0.23,0.86,0.223,16,reviewed,nc,nc
2016-08-16T06:08:24.530Z,33.033,-115.5848333,5.12,1.16,ml,18,85,0.005792,0.19,ci,ci37447263,2016-08-16T17:28:09.387Z,"3km E of Westmorland, CA",earthquake,0.35,0.41,0.279,9,reviewed,ci,ci
2016-08-16T06:08:14.700Z,35.6625,-97.1556,5,3.5,mb_lg,,49,0.029,0.38,us,us10006e2j,2016-08-17T13:53:40.952Z,"3km E of Luther, Oklahoma",earthquake,1.2,2,0.05,105,reviewed,us,us
2016-08-16T05:50:17.000Z,51.6569,176.7505,74.3,3.4,ml,,,,0.42,ak,ak13846635,2016-08-16T15:58:09.150Z,"76km SW of Kiska Volcano, Alaska",earthquake,3.5,2.1,,,reviewed,ak,ak
2016-08-16T05:47:12.000Z,59.707,-152.3385,50,1.4,ml,,,,0.1,ak,ak13846634,2016-08-16T05:56:46.009Z,"29km WSW of Anchor Point, Alaska",earthquake,2.1,6.7,,,automatic,ak,ak
2016-08-16T05:47:02.543Z,39.5784,-115.8296,0,1.5,ml,6,95.11,0.943,0.1575,nn,nn00556421,2016-08-17T15:07:47.115Z,"13km ENE of Eureka, Nevada",earthquake,,0,0.03,2,reviewed,nn,nn
2016-08-16T05:46:12.140Z,36.7021667,-121.3408333,3.9,1.14,md,23,94,0.06493,0.04,nc,nc72678116,2016-08-17T23:12:30.907Z,"12km S of Ridgemark, California",earthquake,0.26,1.4,0.231,23,reviewed,nc,nc
2016-08-16T04:53:34.510Z,36.7001667,-121.335,3.49,1.28,md,29,95,0.05992,0.04,nc,nc72678106,2016-08-17T23:27:07.270Z,"12km SSE of Ridgemark, California",earthquake,0.21,0.87,0.285,26,reviewed,nc,nc
2016-08-16T04:37:51.480Z,38.8291664,-122.8164978,1.1,1.19,md,15,59,0.01569,0.03,nc,nc72678101,2016-08-16T04:39:25.250Z,"7km NW of The Geysers, California",earthquake,0.28,0.45,0.1,4,automatic,nc,nc
2016-08-16T04:36:35.550Z,38.5367,-119.3224,5.4,1.3,ml,16,137.97,0.453,0.1838,nn,nn00556389,2016-08-17T15:02:32.933Z,"27km S of Smith Valley, Nevada",earthquake,,5.5,0.23,13,reviewed,nn,nn
2016-08-16T04:28:35.000Z,62.7172,-150.5697,15,2,ml,,,,0.71,ak,ak13846627,2016-08-16T04:37:51.754Z,"49km NNW of Talkeetna, Alaska",earthquake,0.4,0.3,,,automatic,ak,ak
2016-08-16T04:00:21.070Z,33.767,-115.9043333,1.55,1.98,ml,47,46,0.09342,0.17,ci,ci37447223,2016-08-16T22:28:46.070Z,"26km ENE of Thermal, CA",earthquake,0.16,0.35,0.127,83,reviewed,ci,ci
2016-08-16T03:59:57.000Z,60.3331,-138.642,5,1.7,ml,,,,0.57,ak,ak13846616,2016-08-16T04:07:28.381Z,"77km SW of Haines Junction, Canada",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-16T03:49:30.900Z,17.839,-67.1286,3,2.3,Md,4,327.6,0.1527136,0.27,pr,pr16229000,2016-08-16T07:27:46.722Z,"16km SSE of Pole Ojea, Puerto Rico",earthquake,1.7,1.1,0,2,reviewed,pr,pr
2016-08-16T03:46:41.990Z,33.769,-115.9138333,1.81,1.11,ml,32,46,0.09786,0.15,ci,ci37447215,2016-08-16T22:15:35.190Z,"25km NE of Thermal, CA",earthquake,0.16,0.38,0.134,26,reviewed,ci,ci
2016-08-16T03:24:15.000Z,63.5793,-147.5298,5,2,ml,,,,0.68,ak,ak13846604,2016-08-16T03:55:16.123Z,"73km ENE of Cantwell, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-16T03:23:00.000Z,61.6041,-146.4247,30,1.5,ml,,,,0.71,ak,ak13846601,2016-08-16T03:55:15.496Z,"52km N of Valdez, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-08-16T03:21:59.170Z,47.9135,-121.9626667,14.27,1.11,ml,8,118,0.05107,0.1,uw,uw61179617,2016-08-16T21:14:27.790Z,"5km SE of Three Lakes, Washington",earthquake,0.38,0.68,0.202,7,reviewed,uw,uw
2016-08-16T03:18:01.550Z,37.4946667,-121.8068333,6.31,1.07,md,23,80,0.04454,0.03,nc,nc72678081,2016-08-16T22:47:19.242Z,"11km NE of Milpitas, California",earthquake,0.18,0.36,0.163,19,reviewed,nc,nc
2016-08-16T03:02:58.510Z,19.3215,-155.3866667,30.795,1.62,md,32,79,0.01187,0.08,hv,hv61376021,2016-08-16T21:05:23.500Z,"16km NE of Pahala, Hawaii",earthquake,0.62,0.86,0.048,16,reviewed,hv,hv
2016-08-16T02:58:39.020Z,-22.5116,-68.6497,103.93,5.3,mwr,,47,0.261,1.02,us,us10006e1n,2016-08-21T08:00:55.335Z,"29km E of Calama, Chile",earthquake,4.1,4.6,0.05,39,reviewed,us,us
2016-08-16T02:53:20.160Z,19.2076667,-155.4481667,39.133,1.79,md,42,120,0.05363,0.08,hv,hv61375951,2016-08-18T22:26:21.430Z,"3km E of Pahala, Hawaii",earthquake,0.57,0.79,0.054,19,reviewed,hv,hv
2016-08-16T02:51:24.040Z,40.22,-125.1053333,-0.3,2.49,md,11,327,0.6364,0.2,nc,nc72678076,2016-08-20T02:56:51.008Z,"81km WSW of Ferndale, California",earthquake,2.84,1.09,0.174,15,reviewed,nc,nc
2016-08-16T02:50:19.020Z,38.83,-122.8083333,2.35,1.4,md,42,40,0.006734,0.05,nc,nc72678066,2016-08-17T23:21:04.216Z,"7km W of Cobb, California",earthquake,0.13,0.21,0.148,12,reviewed,nc,nc
2016-08-16T02:43:38.780Z,35.947,-117.6573333,3.74,1.01,ml,11,59,0.005713,0.08,ci,ci37447183,2016-08-16T13:25:35.595Z,"22km E of Little Lake, CA",earthquake,0.18,0.29,0.132,12,reviewed,ci,ci
2016-08-16T02:33:24.910Z,42.082,-111.7315,11.42,1.42,ml,17,138,0.05129,0.14,uu,uu60158617,2016-08-17T20:00:37.990Z,"12km E of Preston, Idaho",earthquake,0.55,0.48,0.151,2,reviewed,uu,uu
2016-08-16T02:11:50.330Z,38.7563333,-122.7113333,1.05,1.43,md,41,39,0.01181,0.09,nc,nc72678041,2016-08-17T23:07:00.160Z,"4km ESE of The Geysers, California",earthquake,0.15,0.22,0.318,11,reviewed,nc,nc
2016-08-16T02:08:45.490Z,38.7581667,-122.7108333,1.15,1.4,md,37,39,0.01149,0.1,nc,nc72678031,2016-08-17T23:15:00.290Z,"4km ESE of The Geysers, California",earthquake,0.18,0.26,0.208,14,reviewed,nc,nc
2016-08-16T01:58:56.050Z,38.7591667,-122.7146667,0.94,2.6,md,68,40,0.01422,0.07,nc,nc72678011,2016-08-16T17:33:23.190Z,"4km ESE of The Geysers, California",earthquake,0.1,0.14,0.196,54,reviewed,nc,nc
2016-08-16T01:26:35.622Z,37.2298,-117.0152,9.4,1.5,ml,18,92.83,0.208,0.214,nn,nn00556382,2016-08-17T15:01:46.943Z,"42km NNW of Beatty, Nevada",earthquake,,2.6,0.21,15,reviewed,nn,nn
2016-08-16T01:25:01.374Z,38.81,-118.8202,10.5,1.9,ml,21,72.94,0.295,0.1457,nn,nn00556381,2016-08-17T15:01:20.482Z,"35km NNW of Hawthorne, Nevada",earthquake,,2.8,0.25,17,reviewed,nn,nn
2016-08-16T01:22:47.000Z,62.4744,-152.7038,5,1.5,ml,,,,0.84,ak,ak13846591,2016-08-16T01:34:33.035Z,"135km W of Talkeetna, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-08-16T00:59:39.520Z,39.6965,-111.923,3.96,1.4,ml,11,60,0.2074,0.14,uu,uu60158612,2016-08-17T19:53:55.440Z,"7km WSW of Nephi, Utah",earthquake,0.52,5.43,0.162,3,reviewed,uu,uu
2016-08-16T00:56:20.600Z,35.4256667,-120.7205,3.56,1.95,md,69,38,0.03471,0.06,nc,nc72677986,2016-08-17T22:39:49.891Z,"8km SSW of Atascadero, California",earthquake,0.13,0.36,0.205,46,reviewed,nc,nc
2016-08-16T00:52:49.000Z,59.3911,-152.9786,120,1.3,ml,,,,0.71,ak,ak13846585,2016-08-16T01:00:19.310Z,"77km WSW of Anchor Point, Alaska",earthquake,0.9,1.6,,,automatic,ak,ak
